key,id,name,organization_id,organization_name,client_id,status,description,phone_number,website,culture_code,alternate_name,address,city,state_province,postal_code,city (from Postal_Code),latitude,longitude,coordinates/0,coordinates/1,coordinates/2,coordinates/3,coordinates/4,coordinates/5,resource_type,category,parent_id (from Category),id2,OAK? (from Resources_OAK),city_id,city_id_old,neighborhood_id,name (from Neighborhood),geocode_neighborhood,last_scraped
38906630en,38906630,Transitional Housing,38899616,"HAMPTONS TRANSITIONAL HOUSING AND RESOURCES, LLC",2376,ACTIVE,"A clean and sober living environment created in order to help restore the dignity and way of life of addicts and alcoholics. Without a waiting period, offers a collection of services including: Resume Building, Internet Access, Higher Education Referrals, Credit Repair and Money Management Services to ensure a comfortable experience transitioning into a drug free life style.",650-771-5781,www.hamptonstransitionalhousingandresourcesllc.com,en,, , ,,94621,Oakland,37.755967,-122.188088,"37.755967, -122.188088",,,,,,Program,5551,5320,38906630,1 checked out of 1,1,1,9,Elmhurst,Fitchburg,2020-07-04 21:47:28
38906652en,38906652,Jordan House 1 - Men,38899621,JORDAN'S HOUSE,2376,ACTIVE,The Jordan House is a transitional home that provide a spiritual based environment for men with the desire to &nbsp;rebuilding and creating a more productive life.&nbsp;,510-368-0219,,en,,,,,94605,Oakland,37.762734,-122.157057,"37.75103, -122.15918","37.762734, -122.157057",,,,,Program,5551,5320,38906652,1 checked out of 1,1,1,5,Lower Hills,Oak Knoll Golf Links,2020-07-04 21:47:28
38906653en,38906653,Jordan House 2 - Women,38899621,JORDAN'S HOUSE,2376,ACTIVE,"A spiritual based program designed for single women. There are assigned chores, and weekly house meetings.",510-332-3628,,en,,,,,,,37.762734,-122.157057,"37.75103, -122.15918","37.762734, -122.157057",,,,,Program,5551,5320,38906653,1 checked out of 1,1,,,,,2020-07-04 21:47:28
38906654en,38906654,Worker Support,38898614,FILIPINO ADVOCATES FOR JUSTICE,2376,ACTIVE,"Provides leadership development for low-income workers to improve working and living conditions. Also offers referrals to public benefit programs, caregiver peer support meetings and voter information.",510-465-9876,http://filipinos4justice.org/,en,,,,,,,,,"37.5955, -122.08248","37.79925, -122.27137",,,,,Program,5591,5324,38906654,1 checked out of 1,1,,,,,2020-07-04 21:50:02
38906656en,38906656,Lung HelpLine,38898454,AMERICAN LUNG ASSOCIATION OF CALIFORNIA ,2376,ACTIVE,"Offers detailed and accurate information on the following topics related to lung health:<ul>	<li>lung cancer</li>	<li>asthma</li>	<li>allergies</li>	<li>emphysema</li>	<li>smoking cessation</li>	<li>environmental health</li></ul>Call Center is staffed by registered nurses and registered respiratory therapists. Information is available by phone, e-mail or online chat with a counselor. Medi-Cal now offers up to 12 weeks of non-nicotine prescription medicine treatment. While behavioral modification support is still required for patients obtaining cessation aids, pharmacists no longer need verification of participation (i.e. certificate or letter). These enhanced benefits make access to treatment and counseling even easier. Ask your doctor about how these new benefits can help.",800-586-4872  ,www.lung.org/california,en,,,,,,,37.755967,-122.188088,"37.755967, -122.188088",,,,,,Program,5590,5566,38906656,1 checked out of 1,1,,,,,2020-07-04 21:49:35
38906656en,38906656,Lung HelpLine,38898454,AMERICAN LUNG ASSOCIATION OF CALIFORNIA ,2376,ACTIVE,"Offers detailed and accurate information on the following topics related to lung health:<ul>	<li>lung cancer</li>	<li>asthma</li>	<li>allergies</li>	<li>emphysema</li>	<li>smoking cessation</li>	<li>environmental health</li></ul>Call Center is staffed by registered nurses and registered respiratory therapists. Information is available by phone, e-mail or online chat with a counselor. Medi-Cal now offers up to 12 weeks of non-nicotine prescription medicine treatment. While behavioral modification support is still required for patients obtaining cessation aids, pharmacists no longer need verification of participation (i.e. certificate or letter). These enhanced benefits make access to treatment and counseling even easier. Ask your doctor about how these new benefits can help.",800-586-4872  ,www.lung.org/california,en,,,,,,,37.755967,-122.188088,"37.755967, -122.188088",,,,,,Program,5564,5323,38906656,1 checked out of 1,1,,,,,2020-07-04 21:49:58
38906656en,38906656,Lung HelpLine,38898454,AMERICAN LUNG ASSOCIATION OF CALIFORNIA ,2376,ACTIVE,"Offers detailed and accurate information on the following topics related to lung health:<ul>	<li>lung cancer</li>	<li>asthma</li>	<li>allergies</li>	<li>emphysema</li>	<li>smoking cessation</li>	<li>environmental health</li></ul>Call Center is staffed by registered nurses and registered respiratory therapists. Information is available by phone, e-mail or online chat with a counselor. Medi-Cal now offers up to 12 weeks of non-nicotine prescription medicine treatment. While behavioral modification support is still required for patients obtaining cessation aids, pharmacists no longer need verification of participation (i.e. certificate or letter). These enhanced benefits make access to treatment and counseling even easier. Ask your doctor about how these new benefits can help.",800-586-4872  ,www.lung.org/california,en,,,,,,,37.755967,-122.188088,"37.755967, -122.188088",,,,,,Program,5563,5323,38906656,1 checked out of 1,1,,,,,2020-07-04 21:49:53
38906656en,38906656,Lung HelpLine,38898454,AMERICAN LUNG ASSOCIATION OF CALIFORNIA ,2376,ACTIVE,"Offers detailed and accurate information on the following topics related to lung health:<ul>	<li>lung cancer</li>	<li>asthma</li>	<li>allergies</li>	<li>emphysema</li>	<li>smoking cessation</li>	<li>environmental health</li></ul>Call Center is staffed by registered nurses and registered respiratory therapists. Information is available by phone, e-mail or online chat with a counselor. Medi-Cal now offers up to 12 weeks of non-nicotine prescription medicine treatment. While behavioral modification support is still required for patients obtaining cessation aids, pharmacists no longer need verification of participation (i.e. certificate or letter). These enhanced benefits make access to treatment and counseling even easier. Ask your doctor about how these new benefits can help.",800-586-4872  ,www.lung.org/california,en,,,,,,,37.755967,-122.188088,"37.755967, -122.188088",,,,,,Program,5562,5323,38906656,1 checked out of 1,1,,,,,2020-07-04 21:49:48
38906663en,38906663,Hospital Services,38898919,SUTTER HEALTH,2376,ACTIVE,Offers hospital services and a variety of health-related support and informational meetings for the general public.,510-204-4444,www.altabatessummit.org/,en,,,,,,,37.85737,-122.244855,"37.85737, -122.244855","37.835713, -122.263515",,,,,Program,5570,5322,38906663,1 checked out of 1,1,,,,,2020-07-04 21:48:22
38906665en,38906665,Food Pantry,38899623,LAKE MERRITT UNITED METHODIST CHURCH,2376,ACTIVE,"Offers a food pantry on the fourth Saturday of each month.<br /><br /><span style=""color:#FF0000"">NOTE: Per website: Volunteering for these food programs is exempt from the current Shelter-in-Place Order.<br />The Food Pantry distributes food on the 4th Saturday of every month, 9:30am – 11:30 am at the Lakeshore side of the church building.<br />Posted: 6/17/2020, 9:21 AM, ar</span>",510-465-4793,http://www.lakemerrittumc.org,en,,,,,,,37.793068,-122.242902,"37.793068, -122.242902",,,,,,Program,5556,3493,38906665,1 checked out of 1,1,,,,,2020-07-04 21:48:00
38906691en,38906691,Geriatric Assessment & Response Team (GART),38899006,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE SERVICES (ACBHCS),2376,ACTIVE,"<span style=""color:#FF0000"">Note: Due to many pharmacies being currently shuttered, and in case of&nbsp;the event of a prescribing emergency the pharmacy team and the Office of the Medical Director is available to assist in identifying alternate resources.&nbsp; Please call 510-567-8106.</span><br /><span style=""color:#FF0000"">Note: Office is not open to the public. Call for more information.&nbsp;<br />Posted 4-10-2020 3:19pm SMR</span><br /><br />Offers a mobile team support service for older adults with serious behavioral health needs. A team comprised of a physician assistant, licensed clinicians, mental health specialist, and support staff provide mental health recovery strategies to resolve the immediate crisis and enhance opportunities for mental health recovery, resiliency and wellness by encouraging independence, providing alternative to hospitalization, age appropriate interventions, and integrated approaches to care.",510-383-5020,www.acbhcs.org,en,,,,,,,,,"37.763607, -122.258202","37.762734, -122.157057",,,,,Program,5573,5566,38906691,1 checked out of 1,1,,,,,2020-07-04 21:48:40
38906703en,38906703,Therapy Services,38899638,WESTCOAST CHILDREN'S CLINIC,2376,ACTIVE,"Offers individual therapy and family therapy for children and their parents, relatives or foster parents. Provides trauma informed work that includes early screening and assessment for children in their first hours removed from home. A psychological evaluation is completed and services are clinic based, school based, or home based.",510-269-9030,www.westcoastcc.org,en,,,,,,,37.778403,-122.216989,"37.778403, -122.216989",,,,,,Program,5578,5566,38906703,1 checked out of 1,1,,,,,2020-07-04 21:49:00
38906709en,38906709,Emergency Food Bag,38899641,ROBERT ALLEN MERCY HOUSE NORTHERN CALIFORNIA COMPASSION NETWORK (NCCN),2376,ACTIVE,"<span style=""color:#FF0000"">NOTE:&nbsp; The food distribution every Wednesday from 10am-noon.&nbsp; For those who have a referral from the Alameda County Food Bank deistribution is M-F from 12:30-3:30pm. Posted 6/17/2020, 11:05 AM, pg</span><br /><br />Provides emergency food bag to low-income individuals and families who are residents of Alameda County. Referral required from Alameda County Community Food Bank for each household member who will benefit, as well as ID for each. Food bags distributed Monday-Friday, 1pm-3:45pm.",510-436-0390,,en,,,,,,,37.80294,-122.20632,"37.80294, -122.20632",,,,,,Program,5557,3493,38906709,1 checked out of 1,1,,,,,2020-07-04 21:48:04
38906709en,38906709,Emergency Food Bag,38899641,ROBERT ALLEN MERCY HOUSE NORTHERN CALIFORNIA COMPASSION NETWORK (NCCN),2376,ACTIVE,"<span style=""color:#FF0000"">NOTE:&nbsp; The food distribution every Wednesday from 10am-noon.&nbsp; For those who have a referral from the Alameda County Food Bank deistribution is M-F from 12:30-3:30pm. Posted 6/17/2020, 11:05 AM, pg</span><br /><br />Provides emergency food bag to low-income individuals and families who are residents of Alameda County. Referral required from Alameda County Community Food Bank for each household member who will benefit, as well as ID for each. Food bags distributed Monday-Friday, 1pm-3:45pm.",510-436-0390,,en,,,,,,,37.80294,-122.20632,"37.80294, -122.20632",,,,,,Program,5556,3493,38906709,1 checked out of 1,1,,,,,2020-07-04 21:48:00
38906732en,38906732,Counseling Services,38899648,MULTI LINGUAL COUNSELING CENTER INC,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Most therapy is now being done through the phone but office is still open to the public. Posted: 4-28-2020 10:55am SMR&nbsp;</span><br /><br />Provides mental health counseling services to Alameda County Medi-Cal recipients. Offers treatment to individuals suffering from post-traumatic stress disorder, depression, abuse, and more.",510-451-0661,multilingualcounseling.com,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073","37.538034, -122.03053",,,,,Program,5579,5566,38906732,1 checked out of 1,1,,,,,2020-07-04 21:49:04
38906733en,38906733,Pediatric Clinical Research Center (PCRC),38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,ACTIVE,"The Pediatric Clinical Research Center (PCRC) acts as the hub for clinical and translational research at Children's Hospital &amp; Research Center Oakland and is funded by the National Institutes of Health. PCRC staff help researchers with their administrative, nursing, statistical and laboratory needs. The center also offers comprehensive research lab services and state-of-the-art facilities to the medical center's scientists. However, the PCRC focuses entirely on research. Clinical laboratory services for hospital staff or patients is handled by the Pathology and Clinical Laboratory.","510-428-3885, EXT 5366",www.childrenshospitaloakland.org/healthcare/depts/pcrc_overview.asp,en,,,,California,,,,,"37.835713, -122.263515",,,,,,Program,5570,5322,38906733,1 checked out of 1,1,,,,,2020-07-04 21:48:22
38906775en,38906775,General Legal Aid,38899028,BAY AREA LEGAL AID,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Offices are closed until further notice.&nbsp;Though their physical offices are closed, all of their staff are continuing to work and advocate for clients' rights.</span><br /><span style=""color:#FF0000"">Posted: 4-10-2020 2:40pm SMR&nbsp;</span><br /><br />Provides free civil legal advice, counsel, and representation to low-income people living in the Bay Area. Practice areas include immigration and consumer protection. Also offers support and legal representation to special populations such as:<ul>	<li>Veterans</li>	<li>Homeless and at-risk youth</li>	<li>Formerly incarcerated individuals</li></ul>Offers workshops and clinics, legal referrals, informational brochures, and publications.&nbsp;",510-250-5270,www.baylegal.org,en,,,,,,,,,"37.80692, -122.27014",,,,,,Program,5600,5324,38906775,1 checked out of 1,1,,,,,2020-07-04 21:50:41
38906776en,38906776,Tenant/Landlord Counseling City of Alameda - Oakland Office,38898595,EDEN COUNCIL FOR HOPE AND OPPORTUNITY INC,2376,ACTIVE,"<table>	<tbody>		<tr>			<td><span style=""color:#FF0000"">Note: Office is not open to the public. Must call for assistance.&nbsp;<br />			Posted: 4-10-2020 2:49pm SMR&nbsp;</span></td>		</tr>	</tbody></table><br />Offers information on housing rights and responsibilities. Builds awareness of housing laws and attempts mediation to preserve housing when appropriate.&nbsp;Assist with the following needs:&nbsp;Received a 3-Day or 30 -Day Notice. Repair problems.&nbsp;Have harassment questions, or complaints.&nbsp;Having problems with the property manager, or your tenants.",510-496-0496,www.echofairhousing.org ,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5604,5324,38906776,1 checked out of 1,1,,,,,2020-07-04 21:50:58
38906776en,38906776,Tenant/Landlord Counseling City of Alameda - Oakland Office,38898595,EDEN COUNCIL FOR HOPE AND OPPORTUNITY INC,2376,ACTIVE,"<table>	<tbody>		<tr>			<td><span style=""color:#FF0000"">Note: Office is not open to the public. Must call for assistance.&nbsp;<br />			Posted: 4-10-2020 2:49pm SMR&nbsp;</span></td>		</tr>	</tbody></table><br />Offers information on housing rights and responsibilities. Builds awareness of housing laws and attempts mediation to preserve housing when appropriate.&nbsp;Assist with the following needs:&nbsp;Received a 3-Day or 30 -Day Notice. Repair problems.&nbsp;Have harassment questions, or complaints.&nbsp;Having problems with the property manager, or your tenants.",510-496-0496,www.echofairhousing.org ,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5603,5324,38906776,1 checked out of 1,1,,,,,2020-07-04 21:50:54
38906776en,38906776,Tenant/Landlord Counseling City of Alameda - Oakland Office,38898595,EDEN COUNCIL FOR HOPE AND OPPORTUNITY INC,2376,ACTIVE,"<table>	<tbody>		<tr>			<td><span style=""color:#FF0000"">Note: Office is not open to the public. Must call for assistance.&nbsp;<br />			Posted: 4-10-2020 2:49pm SMR&nbsp;</span></td>		</tr>	</tbody></table><br />Offers information on housing rights and responsibilities. Builds awareness of housing laws and attempts mediation to preserve housing when appropriate.&nbsp;Assist with the following needs:&nbsp;Received a 3-Day or 30 -Day Notice. Repair problems.&nbsp;Have harassment questions, or complaints.&nbsp;Having problems with the property manager, or your tenants.",510-496-0496,www.echofairhousing.org ,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5602,5324,38906776,1 checked out of 1,1,,,,,2020-07-04 21:50:50
38906880en,38906880,Housing Assistance Center,38898724,DEPARTMENT OF HOUSING AND COMMUNITY DEVELOPMENT RESIDENTIAL LENDING SERVICES,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed to the public. Staff is working remotely and checking voicemails periodically. Call for more information. Posted 4-14-2020 11:22am SMR&nbsp;</span><br /><br />The City of Oaklands Housing Assistance Center offers a one-stop approach for obtaining housing services and resource referrals by Oakland residents, homeowners, and property owners and managers.&nbsp;<br />HOUSING ASSISTANCE RESOURCES:&nbsp; A trained Housing Intake Specialist supports clients in:<ul>	<li>finding and securing safe and affordable housing</li>	<li>Connects clients with City, County, nonprofit, private, and other public housing related resources</li>	<li>Provides referrals for tenants and landlords&nbsp;</li></ul>A Community Housing Advocate helps Center clients navigate access to housing services. Serves as an advocate in obtaining those services. Assists clients in accessing resources for rent, deposits, home repairs and other housing needs. Works with County and City specialists to alleviate complex housing needs.&nbsp;<br />STREAMLINED ACCESS TO CITY HOUSING SERVICES, INCLUDING:&nbsp;<ul>	<li>Tenant petitions and landlord/tenant mediation for rent increases and related adjustment issues</li>	<li>Low-or no-interest loans and grants for residential rehabilitation, home repairs and energy retrofits</li>	<li>Foreclosure prevention and mitigation assistance for homeowners</li>	<li>includes housing counseling and referrals for legal services</li>	<li>Information about first-time homebuyers&nbsp;assistance and workshops</li></ul><span style=""color:#FF0000"">NOTE: The Housing Resource Center is temporarily closed due to the Covid-19 health crisis. If you'd like assistance from a Housing Resource Center staff person at this time, please send your email to either: Guadalupe Pacheco at gpacheco@oaklandca.gov or Azaria Bailey at ABailey-Curry@oaklandca.gov . Thank you very much.<br />El Centro de Recursos de Vivienda está temporalmente cerrado debido a la crisis de salud de Covid-19. Si desea asistencia de un miembro del personal del Centro de Recursos de Vivienda en este momento, envíe su correo electrónico a: Guadalupe Pacheco a gpacheco@oaklandca.gov o Azaria Bailey a ABailey-Curry@oaklandca.gov. Muchas gracias.<br />Posted 3/24/2020, 3:39 PM, pg</span>",510-238-6182,www2.oaklandnet.com/Government,en,,,,California,,,,,"37.81018, -122.269073",,,,,,Program,5602,5324,38906880,1 checked out of 1,1,,,,,2020-07-04 21:50:50
38906895en,38906895,Sober Living Transitional Home For Women,38899696,A DIAMOND IN THE RUFF SOBER LIVING TRANSITIONAL HOME,2376,ACTIVE,"<span style=""color:#FF0000"">Note: No changes to services have occured. Call for more information. Posted: 4-17-2020 10:22am SMR&nbsp;</span><br /><br />Provides women with services to help them to navigate through the process of their transition from being homeless victims of domestic violence, those in recovery from drugs or alcohol, as well as those coming out of incarceration or who may have one or more barriers due to mental illness.",888-292-4308,www.adiamondintheruff.info,en,,,,,,,37.72792,-122.202965,"37.72792, -122.202965",,,,,,Program,5551,5320,38906895,1 checked out of 1,1,,,,,2020-07-04 21:47:28
38906904en,38906904,GET REAL: Recovery Empowerment and Life,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,ACTIVE,This program is designed to provide outpatient substance abuse counseling and support. All GET REAL clients will receive HIV/AIDS and Hepatitis C screening at regular intervals while in the program. Anyone who test positive will receive needed treatment and support.,510-663-7979,,en,, , ,California, ,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5563,5323,38906904,1 checked out of 1,1,,,,,2020-07-04 21:49:53
38906904en,38906904,GET REAL: Recovery Empowerment and Life,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,ACTIVE,This program is designed to provide outpatient substance abuse counseling and support. All GET REAL clients will receive HIV/AIDS and Hepatitis C screening at regular intervals while in the program. Anyone who test positive will receive needed treatment and support.,510-663-7979,,en,, , ,California, ,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,6006,5566,38906904,1 checked out of 1,1,,,,,2020-07-04 21:49:39
38906904en,38906904,GET REAL: Recovery Empowerment and Life,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,ACTIVE,This program is designed to provide outpatient substance abuse counseling and support. All GET REAL clients will receive HIV/AIDS and Hepatitis C screening at regular intervals while in the program. Anyone who test positive will receive needed treatment and support.,510-663-7979,,en,, , ,California, ,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5564,5323,38906904,1 checked out of 1,1,,,,,2020-07-04 21:49:58
38906904en,38906904,GET REAL: Recovery Empowerment and Life,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,ACTIVE,This program is designed to provide outpatient substance abuse counseling and support. All GET REAL clients will receive HIV/AIDS and Hepatitis C screening at regular intervals while in the program. Anyone who test positive will receive needed treatment and support.,510-663-7979,,en,, , ,California, ,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5562,5323,38906904,1 checked out of 1,1,,,,,2020-07-04 21:49:48
38906945en,38906945,Rising Oaks,38898616,FRED FINCH YOUTH CENTER,2376,ACTIVE,"<span style=""color:#FF0000"">Note: &nbsp;Moving many services usually conducted in offices or schools to family homes or via telehealth. For onsite programs, we are limiting visitor access and requesting all individuals experiencing cold or flu like symptoms to refrain from entering our offices or residential facilities. We are following all CDC recommended guidelines and are monitoring the situation daily in an effort to provide updated communications and recommendations to continue to ensure the health and safety of our community to the best of our ability. Posted: 4-28-2020 2:29pm SMR&nbsp;</span><br /><br />Offers a transitional housing program for young adults, age 18-24, who have either emancipated from the foster care system or are participating in extended foster care. Along with 30 studio apartments set in a safe and welcoming community, Rising Oaks provides a comprehensive continuum of developmentally appropriate, culturally competent, co-located and integrated services in collaboration with Alameda County Social Service Agency. Services include case management, life skills training, health and wellness services, educational support, career development, individual and family therapy, support groups, housing and transportation assistance, and access to community resources.",510-482-2244,www.fredfinch.org,en,,,,,,,,,"37.7992, -122.20802",,,,,,Program,5551,5320,38906945,1 checked out of 1,1,,,,,2020-07-04 21:47:28
38906948en,38906948,Options for Recovery: Women's Day Treatment Program,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments are help via phone unless requested otherwise by provider. Posted: 4-13-2020 3:38pm SMR&nbsp;</span><br /><br />Offers services to support pregnant and post-partum women at risk of substance abuse.&nbsp;",510-835-9610,www.wohc.org,en,,,,,,,37.806984,-122.286229,"37.806984, -122.286229",,,,,,Program,5564,5323,38906948,1 checked out of 1,1,,,,,2020-07-04 21:49:58
38906948en,38906948,Options for Recovery: Women's Day Treatment Program,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments are help via phone unless requested otherwise by provider. Posted: 4-13-2020 3:38pm SMR&nbsp;</span><br /><br />Offers services to support pregnant and post-partum women at risk of substance abuse.&nbsp;",510-835-9610,www.wohc.org,en,,,,,,,37.806984,-122.286229,"37.806984, -122.286229",,,,,,Program,5562,5323,38906948,1 checked out of 1,1,,,,,2020-07-04 21:49:48
38906948en,38906948,Options for Recovery: Women's Day Treatment Program,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments are help via phone unless requested otherwise by provider. Posted: 4-13-2020 3:38pm SMR&nbsp;</span><br /><br />Offers services to support pregnant and post-partum women at risk of substance abuse.&nbsp;",510-835-9610,www.wohc.org,en,,,,,,,37.806984,-122.286229,"37.806984, -122.286229",,,,,,Program,5563,5323,38906948,1 checked out of 1,1,,,,,2020-07-04 21:49:53
38906963en,38906963,API Legal Outreach,38899724,,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Offices&nbsp;are physically closed at this time, the APILO team is still working on cases from home and communicating with clients by telephone and email.&nbsp; Our phones are staffed during working hours, and we are ready to take your calls. Posted: 4-30-2020 2:32pm SMR</span>&nbsp;<br /><br />Work is currently focused in the areas of:<ul>	<li>domestic violence</li>	<li>violence against women</li>	<li>immigration and immigrant rights</li>	<li>senior law and elder abuse</li>	<li>human trafficking</li>	<li>public benefits</li>	<li>Housing (foreclosures and anti-eviction process)</li>	<li>social justice issues</li></ul><br />Assist homeowners and tenants going through foreclosure and anti-eviction process. Provides them with loss mitigation assistance including helping them with loan modification process. Also corresponding with their lenders, and any other resources available under the Homeowners Bill of Rights. Conducts monthly clinics in Oakland to assist distressed homeowners and tenants. Services include:<ul>	<li>loss mitigation options such as assisting people with loan modifications</li>	<li>getting their Notice of Default rescinded</li>	<li>preventing foreclosure sales by filing for temporary injunctions</li>	<li>defending homeowners and tenants in unlawful detainer proceedings</li></ul>",510-251-2846,www.apilegaloutreach.org,en,APILO,,,California,,,37.81018,-122.269073,"37.7989, -122.27059","37.81018, -122.269073",,,,,Program,5604,5324,38906963,1 checked out of 1,1,,,,,2020-07-04 21:50:58
38906963en,38906963,API Legal Outreach,38899724,,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Offices&nbsp;are physically closed at this time, the APILO team is still working on cases from home and communicating with clients by telephone and email.&nbsp; Our phones are staffed during working hours, and we are ready to take your calls. Posted: 4-30-2020 2:32pm SMR</span>&nbsp;<br /><br />Work is currently focused in the areas of:<ul>	<li>domestic violence</li>	<li>violence against women</li>	<li>immigration and immigrant rights</li>	<li>senior law and elder abuse</li>	<li>human trafficking</li>	<li>public benefits</li>	<li>Housing (foreclosures and anti-eviction process)</li>	<li>social justice issues</li></ul><br />Assist homeowners and tenants going through foreclosure and anti-eviction process. Provides them with loss mitigation assistance including helping them with loan modification process. Also corresponding with their lenders, and any other resources available under the Homeowners Bill of Rights. Conducts monthly clinics in Oakland to assist distressed homeowners and tenants. Services include:<ul>	<li>loss mitigation options such as assisting people with loan modifications</li>	<li>getting their Notice of Default rescinded</li>	<li>preventing foreclosure sales by filing for temporary injunctions</li>	<li>defending homeowners and tenants in unlawful detainer proceedings</li></ul>",510-251-2846,www.apilegaloutreach.org,en,APILO,,,California,,,37.81018,-122.269073,"37.7989, -122.27059","37.81018, -122.269073",,,,,Program,5601,5324,38906963,1 checked out of 1,1,,,,,2020-07-04 21:50:45
38906995en,38906995,North County Shelter - St. Vincent de Paul Society,38898786,SOCIETY OF ST. VINCENT DE PAUL OF ALAMEDA COUNTY,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Must use hand sanitizer upon entry. No one with a cough or fever will be allowed in.&nbsp;<br />Updated: 4-10-2020 2:09pm SMR</span>&nbsp;<br /><br /><strong><u>NORTH COUNTY SHELTER</u>&nbsp; - open 7 days a week year round</strong><br /><br /><strong>SHELTER DOORS ARE OPEN TO CLIENTS <u>WITH RESERVATIONS</u> AT 6 PM EVERY EVENING. <em><u>DO NOT LINE-UP BEFORE 5:30PM.</u></em>&nbsp;<br /><br />FIRST-TIME CLIENTS ARE NOT ELIGIBLE FOR RESERVATIONS.&nbsp; First-Time clients, must line up as a&nbsp; walk up client to meet with Shelter Manager in order to stay first night when unreserved beds are available.&nbsp; After doing an intake during 1st night stay as a walk up, client may then be eligible to sign-up thru the reservation system in the future. </strong><ul>	<li>&nbsp;Shelter doors open to clients with reservations by 6:00 PM each evening</li>	<li>Some beds may be available on a walk up, first-come first-served basis</li>	<li>Serves adult men and women only</li>	<li><strong><u>(no minors, no children, no persons under 18 years old)</u></strong></li>	<li>No out and ins allowed after entering</li>	<li>Evening and morning snack served daily.</li>	<li>No client storage, only 2 bags per client allowed, all belongings must fit under a cot and be removed daily.</li>	<li>The shelter closes by 8:00 AM every morning, everyone must leave the area until open again in the evening</li></ul><strong>Shelter Reservation Line 510-638-7600 </strong><br /><u><strong>ONLY those who are eligible to make a reservation should contact reservation line.</strong></u><br /><strong>All others must be a walk up client for first nights stay, and do an intake with Shelter Manager</strong><br /><br />&nbsp;<br />Please note that the referral agencies listed below may also have remaining reservation beds available at the shelter. Only Clients who are eligible for reservations should contact the below agencies directly for additional beds which may be available.<ul>	<li>Operation Dignity (OD) - 12 Reservation Beds</li>	<li>Berkeley Food and Housing - 5 Reservation Beds</li>	<li>Oakland Housing Assistance Center (OHAC) - 3 Reservation Beds</li></ul>",510-638-7600,,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5550,5320,38906995,1 checked out of 1,1,,,,,2020-07-04 21:47:23
38906998en,38906998,Supportive Services for Veteran Families (SSVF),38899276,SWORDS TO PLOWSHARES,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Hours of operation have changed. Now only open Mondays, Wednesdays and Fridays from 1pm to 4pm. Posted: 4-13-2020 10:07am SMR.</span><br /><br />Provides low income homeless veterans with help in locating and securing permanent affordable housing, as well as rental, eviction and utility prevention services. Services include short term case management, assessment, and eligibility screening. Assists with temporary funds assistance, which will enables homeless veterans to secure, or remain in permanent housing. Also provides money management services, as well as legal services in the areas of Veteran disability benefits, and discharge upgrades.<br /><br /><strong><u>SSVF Referral</u></strong><br />This program provides short-term financial assistance and housing navigation for eligible homeless veterans. It is administered by local non-profit agencies, not the VA. <strong>This referral is NOT a guarantee of financial assistance.</strong> It is a referral for screening, and the provider will work with veteran to obtain the paperwork needed for enrollment in the program.<br /><br />&nbsp;",510-844-7500,www.swords-to-plowshares.org,en,,,,,,,37.81018,-122.269073,"37.773969, -122.410448","37.81653, -122.26815","37.81018, -122.269073",,,,Program,5612,5326,38906998,1 checked out of 1,1,,,,,2020-07-04 21:51:14
