key,id,name,postal_code,address,city,organization_id,organization_name,client_id,latitude,longitude,status,description,phone_number,website,culture_code,state_province,alternate_name,coordinates__001,coordinates__002,coordinates__003,coordinates__004,coordinates__005,coordinates__006,resource_type,category,parent_id (from Category),last_scraped,Field 29
38905910en,38905910,National Human Trafficking Hotline (NHTH),,,,38899396,POLARIS,2376,,,ACTIVE,"Offers&nbsp;a national, toll-free hotline, availab...",233733 (BEFREE),www.humantraffickinghotline.org,en,,,"38.9031, -77.03972",,,,,Program,5573,,,2020-06-29 01:23:00,
38905701en,38905701,National Runaway Hotline,60657,3141B N. Lincoln Avenue,Chicago,38899323,NATIONAL RUNAWAY SAFELINE,2376,41.940214,-87.656407,ACTIVE,The mission of the National Runaway Safeline is to...,800-786-2929 (800-RUNAWAY),www.1800RUNAWAY.org,en,Illinois,,"41.940214, -87.656407",,,,,Program,5573,,,2020-06-29 01:23:00,
38904442en,38904442,National Suicide Prevention Lifeline Network,,,,38899204,NATIONAL SUICIDE PREVENTION LIFELINE,2376,,,ACTIVE,"Toll-free, confidential 24-hour suicide prevention...",800-273-8255,www.suicidepreventionlifeline.org,en,California,,"33.56756, -117.81597",,,,,Program,5573,,,2020-06-29 01:23:00,
38905425en,38905425,New Yosemite House,,,,38898616,FRED FINCH YOUTH CENTER,2376,37.80294,-122.20632,ACTIVE,"<span style=""color:#FF0000"">Note: &nbsp;Moving man...",510-482-2244 ext 5254,www.fredfinch.org,en,,,"37.7992, -122.20802","37.80294, -122.20632",,,,Program,5573,,,2020-06-29 01:23:00,
38903910en,38903910,Oakland Community Support Center,94605,"7200 Bancroft Avenue, Suite 125-A",Oakland,38899006,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE SERVICES (AC...,2376,37.762734,-122.157057,ACTIVE,"<span style=""color:#FF0000"">Note: Due to many phar...",800-491-9099,www.acbhcs.org,en,California,,"37.703439, -122.12448","37.762734, -122.157057",,,,,Program,"5573,5578,5579","5566, 5566, 5566",2020-06-29 01:23:00,
38904311en,38904311,"One-Stop Center: Victims of Domestic Violence, Sex...",,,,38899122,ALAMEDA COUNTY FAMILY JUSTICE CENTER (ACFJC),2376,37.81018,-122.269073,ACTIVE,"<span style=""color:#FF0000""><strong>NOTE:</strong>...",510-267-8800,www.acfjc.org,en,,,"37.81018, -122.269073",,,,,Program,5573,,,2020-06-29 01:23:00,
38904305en,38904305,Project Survive,,,,38899116,LEGAL AID AT WORK,2376,37.791257,-122.400811,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed to the public but staff is working remotely. Virtual appointment are available. Updated: 4-14-2020 ...",888-864-8335,www.leagalaidatwork.org,en,,,"37.791257, -122.400811",,,,,Program,5573,,,2020-06-29 01:23:00,
38906240en,38906240,Public School-Based Outpatient Counseling for OUSD,,,,38898766,SENECA FAMILY OF AGENCIES FOR CHILDREN AND FAMILIE...,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Services are now...",510-520-0941,www.senecafoa.org,en,California,,"37.738816, -122.172403","37.835713, -122.263515","37.778403, -122.216989",,,Program,5573,,,2020-06-29 01:23:00,
58632478en,58632478,RAINN,,,,58631292,,2376,,,ACTIVE,Calling the National Sexual Assault Hotline gives ...,800-656-4673,www.rainn.org,en,,,,,,,,Program,5573,,,2020-06-29 01:23:00,
38907209en,38907209,Refuge and Immigrant Program,,,,38899508,VIETNAMESE AMERICAN COMMUNITY CENTER OF THE EAST B...,2376,37.793068,-122.242902,ACTIVE,Services offered to refugee and immigrant communit...,510-891-9999,www.vacceb.net,en,,,"37.793068, -122.242902",,,,,Program,5573,,,2020-06-29 01:23:00,
38903580en,38903580,Ruby's Shelter,,,,38898602,RUBYS PLACE INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Program is curre...",510-786-1246,www.rubysplace.org,en,,,"37.63601, -122.10587",,,,,Program,5573,,,2020-06-29 01:23:00,
38905159en,38905159,Shimtuh - Domestic Violence Intervention and Preve...,,,,38898667,KOREAN COMMUNITY CENTER OF THE EAST BAY (KCCEB),2376,37.81018,-122.269073,ACTIVE,"Provides referrals for domestic violence shelter, ...",510-547-2360,www.kcceb.org,en,,,"37.81018, -122.269073",,,,,Program,5573,,,2020-06-29 01:23:00,
38905541en,38905541,Suicide Prevention,,,,38899133,CONTRA COSTA CRISIS CENTER,2376,37.918501,-122.025036,ACTIVE,"<span style=""color:#FF0000"">Note: Services provide...",800-833-2900,www.crisis-center.org,en,,,"37.918501, -122.025036",,,,,Program,5573,,,2020-06-29 01:23:00,
38905534en,38905534,Trafficking Victims Support Services,,,,38899146,"MOTIVATING, INSPIRING, SUPPORTING AND SERVING SEXU...",2376,,,ACTIVE,Dedicated to empowering victims and survivors of c...,510-251-2070,www.misssey.org,en,,,"37.81018, -122.269073",,,,,Program,5573,,,2020-06-29 01:23:00,
38905834en,38905834,Veterans Suicide Prevention Hotline; Veterans Cris...,,,,38899197,U.S DEPARTMENT OF VETERANS AFFAIRS (VA),2376,,,ACTIVE,"Online chat service enables veterans, families and...","800-273-8255, Press 1",veteranscrisisline.net,en,California,,,,,,,Program,5573,,,2020-06-29 01:23:00,
38905282en,38905282,Willow Rock Center (WRC) 23-Hour Crisis Stabilizat...,94578,2050 Fairmont Drive,San Leandro,38898766,SENECA FAMILY OF AGENCIES FOR CHILDREN AND FAMILIE...,2376,37.703439,-122.12448,ACTIVE,"<span style=""color:#FF0000"">Note: Services are now...",510-483-3030,www.senecafoa.org,en,California,,"37.703439, -122.12448",,,,,Program,5573,,,2020-06-29 01:23:00,
38905167en,38905167,Willow Rock Center (WRC) Inpatient Services,94578,2050 Fairmont Drive,San Leandro,38898966,TELECARE CORPORATION,2376,37.703439,-122.12448,ACTIVE,"<span style=""color:#FF0000"">Note: Have instituted ...",510-895-5502,www.telecarecorp.com,en,California,,"37.703439, -122.12448",,,,,Program,5573,,,2020-06-29 01:23:00,
38905410en,38905410,Youth and Family Services,94587,34009 Alvarado-Niles Road,Union City,38898814,UNION CITY - COMMUNITY AND RECREATION SERVICES (UC...,2376,37.590567,-122.046064,ACTIVE,Addresses academic or behavior issues and provides support around crisis/traumatic events. Provides various support services for at-risk youth and fam...,510-675-5817,www.ci.union-city.ca.us,en,California,,"37.590567, -122.046064",,,,,Program,5573,,,2020-06-29 01:23:00,
38903624en,38903624,Youth and Family Services Bureau,,,,38898635,HAYWARD POLICE DEPARTMENT,2376,37.633771,-122.061914,ACTIVE,"<span style=""color:#FF0000"">NOTE:</span> <span sty>...",510-293-7048,yfsb.haywardpd.net,en,,,"37.65746, -122.09699","37.633771, -122.061914",,,,Program,5573,,,2020-06-29 01:23:00,
38904179en,38904179,Youth and Family Services Counseling Programs (YFS...,,,,38898617,CITY OF FREMONT HUMAN SERVICES DEPARTMENT,2376,,,ACTIVE,"Offers various programs for parents, children, and...",510-574-2100,http://www.fremont.gov,en,California,,"37.526811, -121.964908",,,,,Program,5573,,,2020-06-29 01:23:00,
38904481en,38904481,Youth Crisis Counseling Line,,,,38899209,CALIFORNIA YOUTH CRISIS LINE,2376,38.571652,-121.465873,ACTIVE,Offers a toll-free confidential helpline available...,800-843-5200,www.calyouth.org,en,,,"38.571652, -121.465873",,,,,Program,5573,,,2020-06-29 01:23:00,
38904809en,38904809,Community Wellness Department,,,,38898921,NATIVE AMERICAN HEALTH CENTER - OAKLAND,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Phone and front ...",510-434-5421,www.nativehealth.org,en,California,,,,,,,Program,5574,,,2020-06-29 01:23:00,
38904325en,38904325,Crisis Intervention,,,,38899133,CONTRA COSTA CRISIS CENTER,2376,37.918501,-122.025036,ACTIVE,"<span style=""color:#FF0000"">Note: Services provide...",800-833-2900,www.crisis-center.org,en,,,"37.918501, -122.025036",,,,,Program,5574,,,2020-06-29 01:23:00,
38905099en,38905099,Crisis Line; 866-A-WAY-OUT,94577,1395 Bancroft Avenue,San Leandro,38898854,BUILDING FUTURES WITH WOMEN AND CHILDREN,2376,37.720538,-122.156804,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: <strong>Call a crisis line for ind...",866-292-9688 (A-Way-Out),www.bfwc.org,en,California,,"37.720538, -122.156804",,,,,Program,5574,,,2020-06-29 01:23:00,
38904726en,38904726,Crisis Response and Support Network,94607,,,38898532,CATHOLIC CHARITIES OF THE EAST BAY - CCEB,2376,37.806984,-122.286229,ACTIVE,Provides crisis intervention and intensive support...,510-768-3100,www.cceb.org/programs/crisis-response-support-netw...,en,,,"37.79939, -122.27918","37.806984, -122.286229",,,,Program,5574,,,2020-06-29 01:23:00,
38905541en,38905541,Suicide Prevention,,,,38899133,CONTRA COSTA CRISIS CENTER,2376,37.918501,-122.025036,ACTIVE,"<span style=""color:#FF0000"">Note: Services provide...",800-833-2900,www.crisis-center.org,en,,,"37.918501, -122.025036",,,,,Program,5574,,,2020-06-29 01:23:00,
38904644en,38904644,24-Hour Suicide Prevention Crisis Line,,,,38898789,CRISIS SUPPORT SERVICES OF ALAMEDA COUNTY - CSS,2376,37.835713,-122.263515,ACTIVE,"<span style=""color:#FF0000"">NOTE: <strong>24/7 Crisis Support Services</strong></span><ul> <li><span style=""color:#FF0000"">Crisis Support Services of ...",800-309-2131,www.crisissupport.org,en,,,"37.835713, -122.263515",,,,,Program,5575,,,2020-06-29 01:23:00,
68094744en,68094744,Crisis Text Line,,,,67406553,CORONAVIRUS INFORMATION (COVID),2376,,,ACTIVE,"Crisis Text Line serves anyone, in any type of cri...",741741,https://www.crisistextline.org/text-us/,en,,,"37.76931, -122.25989",,,,,Program,5575,,,2020-06-29 01:23:00,
38904062en,38904062,"National Hotline (Girls, Boys, Parents)",,,,38898964,BOYS TOWN NATIONAL HOTLINE,2376,41.259569,-96.12939,ACTIVE,Hotline for youth and families needing crisis coun...,800-448-3000,www.boystown.org,en,,,"41.259569, -96.12939",,,,,Program,5575,,,2020-06-29 01:23:00,
38904442en,38904442,National Suicide Prevention Lifeline Network,,,,38899204,NATIONAL SUICIDE PREVENTION LIFELINE,2376,,,ACTIVE,"Toll-free, confidential 24-hour suicide prevention...",800-273-8255,www.suicidepreventionlifeline.org,en,California,,"33.56756, -117.81597",,,,,Program,5575,,,2020-06-29 01:23:00,
38905834en,38905834,Veterans Suicide Prevention Hotline; Veterans Cris...,,,,38899197,U.S DEPARTMENT OF VETERANS AFFAIRS (VA),2376,,,ACTIVE,"Online chat service enables veterans, families and...","800-273-8255, Press 1",veteranscrisisline.net,en,California,,,,,,,Program,5575,,,2020-06-29 01:23:00,
61912883en,61912883,I am House of Restoration,,,,38899674,LOVE NEVER FAILS,2376,,,ACTIVE,"Provides an 18-month, trauma-informed program that...",844-249-2698,www.loveneverfailsus.com,en,,,"37.67071, -122.08971",,,,,Program,5576,,,2020-06-29 01:23:00,
38905910en,38905910,National Human Trafficking Hotline (NHTH),,,,38899396,POLARIS,2376,,,ACTIVE,"Offers&nbsp;a national, toll-free hotline, availab...",233733 (BEFREE),www.humantraffickinghotline.org,en,,,"38.9031, -77.03972",,,,,Program,5576,,,2020-06-29 01:23:00,
38903580en,38903580,Ruby's Shelter,,,,38898602,RUBYS PLACE INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Program is curre...",510-786-1246,www.rubysplace.org,en,,,"37.63601, -122.10587",,,,,Program,5576,,,2020-06-29 01:23:00,
38905534en,38905534,Trafficking Victims Support Services,,,,38899146,"MOTIVATING, INSPIRING, SUPPORTING AND SERVING SEXU...",2376,,,ACTIVE,Dedicated to empowering victims and survivors of c...,510-251-2070,www.misssey.org,en,,,"37.81018, -122.269073",,,,,Program,5576,,,2020-06-29 01:23:00,
38905233en,38905233,24-Hour Crisis Line,,,,38898475,BAY AREA WOMEN AGAINST RAPE (BAWAR),2376,37.81018,-122.269073,ACTIVE,"<span style=""color:#FF0000"">Note: No in person ass...",510-845-7273,www.bawar.org,en,,,"37.81018, -122.269073",,,,,Program,5577,,,2020-06-29 01:23:00,
38903902en,38903902,ACCESS Program (Acute Crisis Care and Evaluation f...,94606,Phone Only,Oakland,38899006,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE SERVICES (AC...,2376,,,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Due to many pharmacies being currently shuttered, and in case of&nbsp;the event of a pre...",800-491-9099,www.acbhcs.org,en,California,,"37.762734, -122.157057",,,,,,Program,5578,5566,2020-06-29 01:23:00,
38904524en,38904524,Adult Behavioral Health Services,,,,38898461,ASIAN COMMUNITY MENTAL HEALTH SERVICES,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Note: Visit&nbsp;</span><a href=""https://www.acoe.org/mentalhealth""><span style=""color:#FF0000"">https://www.acoe.org/menta...",510-869-6000,www.acmhs.org,en,,,"37.806984, -122.286229",,,,,Program,5578,,,2020-06-29 01:23:00,
38903860en,38903860,Alzheimer's Disease Center (ADC) - East Bay,,,,38898822,"UNIVERSITY OF CALIFORNIA, DAVIS",2376,,,ACTIVE,Offers a special consultation clinic. Provides a d...,855-420-2612,ucdavis.edu,en,California,,"37.92523, -122.02324",,,,,Program,5578,,,2020-06-29 01:23:00,
38906329en,38906329,Behavioral Consulting Services (BCS),94538,"39465 Paseo Padre Parkway, Suite 2100",Fremont,38899283,THE HUME CENTER (PORTIA BELL HUME BEHAVIORAL HEALT...,2376,37.526811,-121.964908,ACTIVE,"<span style=""color:#FF0000"">Note: Staff is working...",510-745-9151,www.humecenter.org/,en,California,,"37.526811, -121.964908",,,,,Program,5578,,,2020-06-29 01:23:00,
38906135en,38906135,Behavioral Crisis Assessment,,,,38899043,FREMONT HOSPITAL,2376,,,ACTIVE,Provides inpatient mental health services which in...,888-796-1101,www.fremonthospital.com,en,,,"37.54658, -121.97964",,,,,Program,5578,,,2020-06-29 01:23:00,
38903989en,38903989,Behavioral Health Services,,,,38898568,DAVIS STREET FAMILY RESOURCE CENTER - DSFRC,2376,,,ACTIVE,Offers psychological assessments. Assists with con...,510-347-4620 ext 141,www.davisstreet.org,en,,San Leandro Community Counseling,"37.720538, -122.156804",,,,,Program,5578,,,2020-06-29 01:23:00,
38904004en,38904004,Berkeley Drop-In Center,,,,38898846,ALAMEDA COUNTY NETWORK OF MENTAL HEALTH CLIENTS (...,2376,37.863769,-122.274686,ACTIVE,"<span style=""color:#FF0000"">Note: Open Mondays and...",510-653-3808,www.acnetmhc.org,en,,,"37.863769, -122.274686",,,,,Program,5578,,,2020-06-29 01:23:00,
38904895en,38904895,Bethsaida Counseling Center,,,,38899070,ALLEN TEMPLE HEALTH AND SOCIAL SERVICE MINISTRIES,2376,37.755967,-122.188088,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-544-8945,www.allen-temple.org,en,,,"37.755967, -122.188088",,,,,Program,5578,,,2020-06-29 01:23:00,
38904297en,38904297,"CALICO (Child Abuse Listening, Interviewing and Co...",,,,38899111,CALICO CENTER,2376,37.720538,-122.156804,ACTIVE,Offers forensic interviews of children where there...,510-895-0702,www.calicocenter.org,en,,,"37.720538, -122.156804",,,,,Program,5578,,,2020-06-29 01:23:00,
38903664en,38903664,Casa del Sol Mental Health Clinic,,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>...",510-535-6200,www.laclinica.org,en,,,"37.77908, -122.22542",,,,,Program,5578,,,2020-06-29 01:23:00,
38904077en,38904077,Children's Specialized Services,94605,"7200 Bancroft Avenue, Suite 125C",Oakland,38899006,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE SERVICES (AC...,2376,37.762734,-122.157057,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF>""...",510-383-5100,www.acbhcs.org,en,California,,"37.762734, -122.157057",,,,,,Program,5578,5566,2020-06-29 01:23:00,
38904298en,38904298,Clinical Services for Criminal Justice Clients,,,,38899112,SHARPER FUTURE-PACIFIC FORENSIC PSYCHOLOGY ASSOCIA...,2376,,,ACTIVE,Provides clinical services to individuals involved...,"510-635-6622, Ext 120",www.sharperfuture.com,en,California,,"37.755967, -122.188088",,,,,Program,5578,,,2020-06-29 01:23:00,
38903935en,38903935,Diagnostic Center Program,,,,38898865,CALIFORNIA DEPARTMENT OF EDUCATION,2376,37.526811,-121.964908,ACTIVE,Provides diagnostic evaluation to determine the sp...,510-794-2500,https://www.cde.ca.gov/,en,,,"37.526811, -121.964908",,,,,Program,5578,,,2020-06-29 01:23:00,
38906290en,38906290,Dual Diagnosis Track,,,,38898706,NEW BRIDGE FOUNDATION,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Not accepting ne...",800-785-2400,www.newbridgefoundation.org,en,California,,"37.87493, -122.26294",,,,,Program,5578,,,2020-06-29 01:23:00,
38904238en,38904238,Early Intervention Services,94612,2577 San Pablo Avenue,Oakland,38898578,EAST BAY COMMUNITY RECOVERY PROJECT (EBCRP),2376,37.81018,-122.269073,ACTIVE,HIV/AIDS and Hepatitis C care and prevention. Out ...,510-446-7193,www.ebcrp.org,en,California,,"37.81018, -122.269073",,,,,,Program,5578,5566,2020-06-29 01:23:00,
38905034en,38905034,Juvenile Probation and Camps Funding Program (JPCF...,,,,38898534,CARL B. METOYER CENTER FOR FAMILY COUNSELING (CBMC...,2376,37.738816,-122.172403,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-562-3731,www.cbmcffc.org/,en,,,"37.738816, -122.172403",,,,,Program,5578,,,2020-06-29 01:23:00,
38905071en,38905071,Long-Term and Short-Term Residential Treatment Pro...,,,,38898706,NEW BRIDGE FOUNDATION,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Not accepting ne...",800-785-2400,www.newbridgefoundation.org,en,California,,"37.87493, -122.26294",,,,,Program,5578,,,2020-06-29 01:23:00,
38903471en,38903471,Mental Health Division - Adult Services Program,94704,2640 Martin Luther King Jr. Way,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.867417,-122.259661,ACTIVE,"Provides assessment and crisis intervention, short...",510-981-5290,www.ci.berkeley.ca.us/SubUnitHome.aspx?id=15670,en,California,,"37.867417, -122.259661",,,,,Program,5578,,,2020-06-29 01:23:00,
38903473en,38903473,"Mental Health Division - Family, Youth and Childre...",94703,3282 Adeline Street,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.863769,-122.274686,ACTIVE,"Provides outpatient services to children, teens, a...",510-981-5280,www.ci.berkeley.ca.us/SubUnitHome.aspx?id=15670,en,California,,"37.863769, -122.274686",,,,,Program,5578,,,2020-06-29 01:23:00,
38903947en,38903947,Mental Health Division - Mobile Crisis and Homeles...,,,,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,,,ACTIVE,"Provides crisis intervention, outreach, evaluation...",510-981-5244,www.ci.berkeley.ca.us,en,,,"37.85737, -122.244855",,,,,Program,5578,,,2020-06-29 01:23:00,
38905291en,38905291,Mental Health Services for Special Education Pupil...,,,,38898514,CALIFORNIA SCHOOL OF PROFESSIONAL PSYCHOLOGY (CSPP...,2376,37.81018,-122.269073,ACTIVE,Provides psychological assessments. Determines the...,510-628-9065,,en,,,"37.81018, -122.269073",,,,,Program,5578,,,2020-06-29 01:23:00,
38905425en,38905425,New Yosemite House,,,,38898616,FRED FINCH YOUTH CENTER,2376,37.80294,-122.20632,ACTIVE,"<span style=""color:#FF0000"">Note: &nbsp;Moving man...",510-482-2244 ext 5254,www.fredfinch.org,en,,,"37.7992, -122.20802","37.80294, -122.20632",,,,Program,5578,,,2020-06-29 01:23:00,
38904274en,38904274,Oakland-Pathways to Wellness,,,,38899093,BECTON HEALTHCARE RESOURCES - PATHWAYS TO WELLNESS,2376,37.81018,-122.269073,ACTIVE,"<span style=""color:#FF0000"">Notes: Telephonic asse...",800-975-7284 (PATH),www.pathwaystowellness.net,en,,,"37.81018, -122.269073","37.590567, -122.046064","37.685314, -121.894812",,,Program,5578,,,2020-06-29 01:23:00,
38904827en,38904827,Outpatient Counseling Program,,,,38898669,LA FAMILIA COUNSELING SERVICE,2376,37.633771,-122.061914,ACTIVE,"<span style=""color:#FF0000"">NOTE: Implemented “She...",510-881-5921,,en,,,"37.818366, -122.235131","37.633771, -122.061914",,,,Program,5578,,,2020-06-29 01:23:00,
41801513en,41801513,Partnerships for Trauma Recovery Supportive Servic...,,,,41801496,PARTNERSHIP FOR TRAUMA RECOVERY,2376,,,ACTIVE,"<span style=""font-family: Verdana, Arial, Helvetic>""...",510-295-4924,www.traumapartners.org,en,,,"37.871, -122.27209",,,,,Program,5578,,,2020-06-29 01:23:00,
38907275en,38907275,Prevention and Recovery in Early Psychosis (PREP),,,,38898578,EAST BAY COMMUNITY RECOVERY PROJECT (EBCRP),2376,,,ACTIVE,PREP is a collaborative effort to assist youth and...,888-535-7737,,en,California,,"37.81018, -122.269073",",",,,,Program,5578,,,2020-06-29 01:23:00,
38903543en,38903543,Psychiatry,94609,770 - 53rd Street,Oakland,38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,37.835713,-122.263515,ACTIVE,Offer a full range of outpatient psychiatric and p...,510-428-3570,www.childrenshospitaloakland.org/healthcare/depts/...,en,California,,"37.835713, -122.263515",,,,,,Program,5578,5566,2020-06-29 01:23:00,
38906328en,38906328,Psychodiagnostic and Neuropsychological Assessment,94538,"39465 Paseo Padre Parkway, Suite 2100",Fremont,38899283,THE HUME CENTER (PORTIA BELL HUME BEHAVIORAL HEALT...,2376,37.526811,-121.964908,ACTIVE,"<span style=""color:#FF0000"">Note: Staff is working...",510-745-9151,www.humecenter.org/,en,California,,"37.526811, -121.964908",,,,,Program,5578,,,2020-06-29 01:23:00,
38903508en,38903508,Psychological Services Center (PSC),,,,38898514,CALIFORNIA SCHOOL OF PROFESSIONAL PSYCHOLOGY (CSPP...,2376,37.81018,-122.269073,ACTIVE,"Provides individual, couple, family and group ther...",510-628-9065,,en,,,"37.81018, -122.269073",,,,,Program,5578,,,2020-06-29 01:23:00,
38903859en,38903859,Psychology Clinic,94720,,,38899199,UNIVERSITY OF CALIFORNIA BERKELEY,2376,37.869201,-122.256421,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Currently offering program called Access technology resources for UC Berkeley students&n...",510-642-2055,https://psychology.berkeley.edu/clinics/mission,en,,,"0, -90","37.869201, -122.256421",,,,Program,5578,,,2020-06-29 01:23:00,
38905176en,38905176,Sausal Creek Outpatient Stabilization Clinic,,,,38898966,TELECARE CORPORATION,2376,37.778403,-122.216989,ACTIVE,"<span style=""color:#FF0000"">Note: Have instituted ...",510-437-2363,www.telecarecorp.com,en,,,"37.778403, -122.216989",,,,,Program,5578,,,2020-06-29 01:23:00,
38904456en,38904456,School-Based Services,,,,38898616,FRED FINCH YOUTH CENTER,2376,37.80294,-122.20632,ACTIVE,"<span style=""color:#FF0000"">Note: &nbsp;Moving man...",510-482-2244,www.fredfinch.org,en,,,"37.80294, -122.20632",,,,,Program,5578,,,2020-06-29 01:23:00,
38903810en,38903810,Schuman-Liles Clinic - Oakland,94605,"10850 MacArthur Blvd, Suite 300",Oakland,38898765,SCHUMAN-LILES CLINIC,2376,37.762734,-122.157057,ACTIVE,Provides a full range of outpatient psychiatric an...,510-569-9334,www.schuman-liles.org,en,California,,"37.762734, -122.157057",,,,,,Program,"5578,5579","5566, 5566",2020-06-29 01:23:00,
38905929en,38905929,Self-assessment and Interactive Exercises Programs...,,,,38899403,MILITARY HEALTH SYSTEM (MHS),2376,,,ACTIVE,"Offers free, anonymous depression and alcohol use ...",253-968-1914,https://www.health.mil/Military-Health-Topics/Cond...,en,California,,,,,,,Program,5578,,,2020-06-29 01:23:00,
38907114en,38907114,The Bill McCammon Health Center - Primary Care Cli...,,,,38898568,DAVIS STREET FAMILY RESOURCE CENTER - DSFRC,2376,37.720538,-122.156804,ACTIVE,"Provides accessible and affordable medical, dental...",510-347-4620,www.davisstreet.org,en,,,"37.720538, -122.156804",,,,,Program,5578,,,2020-06-29 01:23:00,
38904075en,38904075,Therapy Programs,,,,38898971,A BETTER WAY INC.,2376,37.863769,-122.274686,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-601-0203,www.abetterwayinc.net,en,California,,"37.863769, -122.274686",,,,,Program,5578,,,2020-06-29 01:23:00,
38906703en,38906703,Therapy Services,,,,38899638,WESTCOAST CHILDREN'S CLINIC,2376,37.778403,-122.216989,ACTIVE,Offers individual therapy and family therapy for c...,510-269-9030,www.westcoastcc.org,en,,,"37.778403, -122.216989",,,,,Program,5578,,,2020-06-29 01:23:00,
38904072en,38904072,Valley Children's Outpatient Services,94588,"3730 Hopyard Road, Suite 103",Pleasanton,38899006,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE SERVICES (AC...,2376,37.685314,-121.894812,ACTIVE,"<span style=""color:#FF0000"">Note: Office is not op...",,www.acbhcs.org,en,California,,"37.685314, -121.894812",,,,,Program,5578,,,2020-06-29 01:23:00,
38903381en,38903381,Valley Community Support Center,94588,"3730 Hopyard Road, Suite 103",Pleasanton,38899006,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE SERVICES (AC...,2376,37.685314,-121.894812,ACTIVE,"<span style=""color:#FF0000"">Note: Office is not op...",800-491-9099,www.acbhcs.org,en,California,,"37.685314, -121.894812",,,,,Program,5578,,,2020-06-29 01:23:00,
38903875en,38903875,West Berkeley Family Practice,94710,2031 - Sixth Street,Berkeley,38899194,LIFELONG MEDICAL CARE,2376,37.868479,-122.298324,ACTIVE,"Offers Primary Care, Prenatal Care, Pediatrics, Wo...",510-981-4100,www.lifelongmedical.org,en,California,,"37.868479, -122.298324",,,,,Program,5578,,,2020-06-29 01:23:00,
38904651en,38904651,West Oakland Health Center,,,,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments ar...",510-835-9610,www.wohc.org/wohc.html,en,,,"37.806984, -122.286229",,,,,Program,5578,,,2020-06-29 01:23:00,
38905167en,38905167,Willow Rock Center (WRC) Inpatient Services,94578,2050 Fairmont Drive,San Leandro,38898966,TELECARE CORPORATION,2376,37.703439,-122.12448,ACTIVE,"<span style=""color:#FF0000"">Note: Have instituted ...",510-895-5502,www.telecarecorp.com,en,California,,"37.703439, -122.12448",,,,,Program,5578,,,2020-06-29 01:23:00,
38903886en,38903886,Wright Institute Clinic,,,,38898841,WRIGHT INSTITUTE COMMUNITY CLINICS,2376,,,ACTIVE,"Provides psychotherapy for individuals, couples an...",510-548-9716,www.wi.edu,en,,,"37.87161, -122.27284",,,,,Program,5578,,,2020-06-29 01:23:00,
38904524en,38904524,Adult Behavioral Health Services,,,,38898461,ASIAN COMMUNITY MENTAL HEALTH SERVICES,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Note: Visit&nbsp;</span><a href=""https://www.acoe.org/mentalhealth""><span style=""color:#FF0000"">https://www.acoe.org/menta...",510-869-6000,www.acmhs.org,en,,,"37.806984, -122.286229",,,,,Program,5579,,,2020-06-29 01:23:00,
40783051en,40783051,Bay Area Trauma Recovery Clinic,,,,40781218,,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Clinic is closed...",510-660-1493,www.traumarecoveryclinic.org,en,,,"37.84893, -122.27832",,,,,Program,5579,,,2020-06-29 01:23:00,
38905885en,38905885,Behavioral Health Services,,,,38898793,AXIS COMMUNITY HEALTH,2376,37.685314,-121.894812,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",925-462-1755,www.axishealth.org,en,,,"37.66162, -121.8742","37.685314, -121.894812",,,,Program,5579,,,2020-06-29 01:23:00,
